deuda,sectorEconomico,periodo,tipoEntidad,entidad,tipoIndicador,indicador
15689625614.429998,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
17397753002.48,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
19328884072.430008,Y - CONSUMO DE BIENES Y SERVICIOS,2021-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
20567620372.540005,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
22913562123.529995,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
23034529759.160004,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
25035296579.649994,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
26359622796.359993,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
26444915392.389996,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
29199220811.68,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
29495391892.14,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
32891217168.02,Y - CONSUMO DE BIENES Y SERVICIOS,2021-09,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
33621445986.079998,I - TRANSPORTE Y ALMACENAMIENTO,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
36062346490.2,I - TRANSPORTE Y ALMACENAMIENTO,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
60203866103.65,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
63249885545.090004,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
67608927329.92996,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
71404709230.54999,F - CONSTRUCCIÓN,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
72409416916.61996,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
78554539505.28996,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
80128556184.40996,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
80650028837.24998,F - CONSTRUCCIÓN,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
81696523821.25005,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-09,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
97642177552.83997,D - INDUSTRIA MANUFACTURERA,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
99625710629.63997,D - INDUSTRIA MANUFACTURERA,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
161029096065.93,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
168033470051.85004,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
181811355027.42,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
243636465550.70004,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
292471824719.06024,Y - CONSUMO DE BIENES Y SERVICIOS,2021-09,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
347263923692.0303,Y - CONSUMO DE BIENES Y SERVICIOS,2021-09,TODOS,TODOS,Cartera de credito,Cartera de credito
191763.22,Y - CONSUMO DE BIENES Y SERVICIOS,2021-10,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
503052.48,B - PESCA,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
532504.43,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-10,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
732283.22,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
734757.16,M - ENSEÑANZA,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
889442.0800000001,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1154236.76,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
2443177.7800000003,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
3251184.23,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
5999633.87,B - PESCA,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
6386050.2,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-10,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
6541521.47,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-10,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
10971645.609999996,B - PESCA,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
10992822.259999998,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
18727640.369999997,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
23532488.38,D - INDUSTRIA MANUFACTURERA,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
26498822.05,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
29687675.48,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
32007732.14,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
32896747.209999997,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
42478171.83,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
50473059.18000001,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
55958140.60999999,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
71423858.60000001,D - INDUSTRIA MANUFACTURERA,2021-10,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
99957689.72000001,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
109183558.39999998,M - ENSEÑANZA,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
110923231.77,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
111937429.62,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-10,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
128120045.33999997,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
151525912.29999995,F - CONSTRUCCIÓN,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
156514600.74,M - ENSEÑANZA,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
158822183.92,I - TRANSPORTE Y ALMACENAMIENTO,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
167168448.27,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
172110072.63000003,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
174449319.21,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
213368523.69999996,B - PESCA,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
213783225.31999996,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
217695495.37999997,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
230842855.65999994,B - PESCA,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
242158515.62,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
316081712.90999997,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
360722998.6100001,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
394025364.3000001,D - INDUSTRIA MANUFACTURERA,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
473177231.8300001,I - TRANSPORTE Y ALMACENAMIENTO,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
581370797.46,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
621786107.9000001,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
630024647.86,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
661388703.9499999,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
720146626.9200001,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
787806018.1699998,F - CONSTRUCCIÓN,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
885922771.53,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
954419621.4999999,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1135247787.4500003,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1208846532.2199993,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1347240781.0700002,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1510853185.8200004,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1787187596.2299995,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1806107155.4099998,D - INDUSTRIA MANUFACTURERA,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1840452514.6800003,I - TRANSPORTE Y ALMACENAMIENTO,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
2599643169.8000007,Y - CONSUMO DE BIENES Y SERVICIOS,2021-10,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
3638875815.0099998,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
3950586425.53,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
4157974604.4500003,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
6110370559.939999,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
7191440759.0599985,M - ENSEÑANZA,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
7457873675.359999,M - ENSEÑANZA,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
7635341647.620009,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
7687345187.3099985,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
8445796859.52,F - CONSTRUCCIÓN,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
8613522680.189999,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
16055835296.309996,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
17811290175.529995,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
19625111711.15,Y - CONSUMO DE BIENES Y SERVICIOS,2021-10,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
20272814564.730007,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
22722034540.960007,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
22959290983.519997,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
25087100630.789997,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
26088476433.36,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
26178063604.4,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
30355037233.8,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
30695469991.46,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
33168172804.019993,I - TRANSPORTE Y ALMACENAMIENTO,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
33304714513.12999,Y - CONSUMO DE BIENES Y SERVICIOS,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
35640624734.44999,I - TRANSPORTE Y ALMACENAMIENTO,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
53447798142.37998,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
55122113458.61999,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
70444331157.73003,F - CONSTRUCCIÓN,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
70688130733.71997,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
75562212025.89998,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
77109536667.92003,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
78664054727.25003,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
79829459947.72003,F - CONSTRUCCIÓN,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
82833608246.29001,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-10,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
101341868850.48004,D - INDUSTRIA MANUFACTURERA,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
103636957717.17006,D - INDUSTRIA MANUFACTURERA,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
164177391268.77,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
171548288034.1499,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
185428506337.2499,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
247954006803.36996,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
298455078040.121,Y - CONSUMO DE BIENES Y SERVICIOS,2021-10,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
353984739197.4209,Y - CONSUMO DE BIENES Y SERVICIOS,2021-10,TODOS,TODOS,Cartera de credito,Cartera de credito
187371.24,Y - CONSUMO DE BIENES Y SERVICIOS,2021-11,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
486438.06,B - PESCA,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
532504.43,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-11,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
699393.09,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
722028.1900000001,M - ENSEÑANZA,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
878347.26,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
990169.04,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
2452753.5300000003,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
3219436.28,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
5626119.95,B - PESCA,2021-11,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
6347184.96,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2021-11,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
6492548.7,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-11,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
10946888.579999998,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
11812931.719999997,B - PESCA,2021-11,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
18711853.72,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
24123330.89,D - INDUSTRIA MANUFACTURERA,2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
26396847.850000005,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
28385341.67,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2021-11,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
32721711.77,"O - Otras actividades de servicios comunitarios, sociales y personales",2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
33980596.279999994,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2021-11,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
44273950.9,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2021-11,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
48926085.49000001,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2021-11,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
